FECHA (YYMMDD);HORA (HHMM);
220407;0;0,34
220408;0;0,19
220409;0;0,35
220410;0;0,34
220411;0;0,45
220412;0;0,34
220413;0;0,81
220414;0;0,48
220415;0;0,36
220416;0;0,29
220417;0;0,67
220418;0;0,71
220419;0;0,55
220420;0;0,48
220421;0;0,48
220422;0;0,25
220423;0;0,23
220424;0;0,28
220425;0;0,19
220426;0;0,24
220427;0;0,27
220428;0;0,8
220429;0;1,17
220430;0;1,09
220501;0;0,72
220502;0;0,23
220503;0;0,34
220504;0;0,17
220505;0;0,31
220506;0;0,43
220507;0;0,15
220508;0;0,41
220509;0;0,23
220510;0;0,21
220511;0;0,63
220512;0;0,37
220513;0;0,83
220514;0;1,06
220515;0;0,97
220516;0;0,89
220517;0;1,2
220518;0;0,71
220519;0;0,13
220520;0;0,25
220521;0;0,2
220522;0;0,38
220523;0;0,65
220524;0;0,38
220525;0;0,56
220526;0;1,47
220527;0;1,65
220528;0;1,69
220529;0;0,96
220530;0;1,48
220531;0;0,77
220601;0;1,65
220602;0;0,76
220603;0;0,34
220604;0;0,8
220605;0;0,2
220606;0;0,17
220607;0;0,34
220608;0;0,45
220609;0;1,24
220610;0;2,36
220611;0;1,67
220612;0;0,92
220613;0;0,28
220614;0;0,36
220615;0;0,51
220616;0;0,12
220617;0;0,55
220618;0;0,63
220619;0;0,13
220620;0;0,35
220621;0;0,56
220622;0;1,18
220623;0;0,46
220624;0;0,71
220625;0;1,77
220626;0;1,06
220627;0;0,77
220628;0;0,1
220629;0;0,27
220630;0;0,33
220701;0;0,23
220702;0;0,28
220703;0;0,26
220704;0;0,11
220705;0;0,13
220706;0;0,14
220707;0;0,76
220708;0;0,21
220709;0;0,26
220710;0;0,38
220711;0;0,29
220712;0;0,46
220713;0;0,49
220714;0;0,5
220715;0;1,04
220716;0;0,39
220717;0;0,35
220718;0;1,08
220719;0;1,05
220720;0;0,4
220721;0;0,62
220722;0;0,17
220723;0;0,47
220724;0;0,76
220725;0;0,3
220726;0;0,2
220727;0;0,65
220728;0;0,89
220729;0;0,58
220730;0;0,93
220731;0;0,71
220801;0;0,95
220802;0;1,29
220803;0;0,4
220804;0;0,48
220805;0;0,67
220806;0;0,73
220807;0;0,4
220808;0;0,61
220809;0;1,01
220810;0;0,46
220811;0;0,5
220812;0;0,3
220813;0;0,21
220814;0;0,28
220815;0;0,13
220816;0;0,18
220817;0;0,38
220818;0;0,74
220819;0;1,11
220820;0;0,27
220821;0;0,54
220822;0;0,49
220823;0;0,26
220824;0;0,57
220825;0;0,97
220826;0;0,72
220827;0;0,53
220828;0;1,2
220829;0;0,97
220830;0;0,32
220831;0;0,24
220901;0;0,28
220902;0;0,4
220903;0;0,39
220904;0;0,2
220905;0;0,56
220906;0;0,18
220907;0;0,35
220908;0;0,42
220909;0;0,49
220910;0;0,53
220911;0;0,21
220912;0;0,43
220913;0;0,55
220914;0;0,37
220915;0;0,16
220916;0;0,21
220917;0;0,2
220918;0;0,27
220919;0;0,41
220920;0;0,37
220921;0;0,21
220922;0;0,19
220923;0;0,2
220924;0;0,3
220925;0;0,26
220926;0;0,19
220927;0;0,37
220928;0;0,31
220929;0;0,1
220930;0;0,12
221001;0;0,14
221002;0;0,26
221003;0;0,11
221004;0;0,18
221005;0;0,17
221006;0;0,1
221007;0;0,11
221008;0;0,21
221009;0;0,17
221010;0;0,1
221011;0;0,11
221012;0;0,1
221013;0;0,24
221014;0;0,13
221015;0;0,11
221016;0;0,1
221017;0;0,1
221018;0;0,1
221019;0;0,1
221020;0;0,1
221021;0;0,1
221022;0;0,11
221023;0;0,1
221024;0;0,1
221025;0;0,1
221026;0;0,1
221027;0;NA
221028;0;0,2
221029;0;NA
221030;0;0,14
221031;0;0,13
221101;0;0,14
221102;0;0,12
221103;0;0,1
221104;0;0,1
221105;0;0,1
221106;0;0,1
221107;0;0,1
221108;0;0,1
221109;0;0,1
221110;0;0,11
221111;0;0,11
221112;0;0,12
221113;0;0,1
221114;0;0,16
221115;0;0,14
221116;0;0,1
221117;0;0,1
221118;0;0,1
221119;0;0,1
221120;0;0,1
221121;0;NA
221122;0;NA
221123;0;NA
221124;0;NA
221125;0;NA
221126;0;NA
221127;0;NA
221128;0;NA
221129;0;0,1
221130;0;0,1
221201;0;0,1
221202;0;0,1
221203;0;NA
221204;0;NA
221205;0;NA
221206;0;0,11
221207;0;0,13
221208;0;0,11
221209;0;0,1
221210;0;0,11
221211;0;0,1
221212;0;0,1
221213;0;0,1
221214;0;0,1
221215;0;0,1
221216;0;0,1
221217;0;0,1
221218;0;0,1
221219;0;0,1
221220;0;0,11
221221;0;0,11
221222;0;NA
221223;0;NA
221224;0;NA
221225;0;NA
221226;0;NA
221227;0;NA
221228;0;NA
221229;0;NA
221230;0;NA
221231;0;NA
230101;0;NA
230102;0;NA
230103;0;NA
230104;0;NA
230105;0;NA
230106;0;NA
230107;0;NA
230108;0;NA
230109;0;NA
230110;0;NA
230111;0;NA
230112;0;NA
230113;0;NA
230114;0;NA
230115;0;NA
230116;0;NA
230117;0;NA
230118;0;NA
230119;0;NA
230120;0;NA
230121;0;0,1
230122;0;0,1
230123;0;0,12
230124;0;0,1
230125;0;0,1
230126;0;0,12
230127;0;0,11
230128;0;0,13
230129;0;0,1
230130;0;0,12
230131;0;0,12
230201;0;0,12
230202;0;0,14
230203;0;0,18
230204;0;0,29
230205;0;0,21
230206;0;0,18
230207;0;0,22
230208;0;0,16
230209;0;0,2
230210;0;0,21
230211;0;0,19
230212;0;0,21
230213;0;0,19
230214;0;0,22
230215;0;0,21
230216;0;0,16
230217;0;0,14
230218;0;0,18
230219;0;0,18
230220;0;0,17
230221;0;0,18
230222;0;0,18
230223;0;0,17
230224;0;0,2
230225;0;0,18
230226;0;0,19
230227;0;0,19
230228;0;0,2
230301;0;0,21
230302;0;0,2
230303;0;0,21
230304;0;0,21
230305;0;0,23
230306;0;0,25
230307;0;0,34
230308;0;0,27
230309;0;0,37
230310;0;0,42
230311;0;0,31
230312;0;0,27
230313;0;0,21
230314;0;0,26
230315;0;0,28
230316;0;0,27
230317;0;0,34
230318;0;0,3
230319;0;0,26
230320;0;0,24
230321;0;0,34
230322;0;0,25
230323;0;0,27
230324;0;0,31
230325;0;0,33
230326;0;0,31
230327;0;0,36
230328;0;0,36
230329;0;0,31
230330;0;0,45
230331;0;0,56
230401;0;0,62
230402;0;0,3
230403;0;0,4
230404;0;0,53
230405;0;0,51
230406;0;0,37
230407;0;0,58
230408;0;0,62
230409;0;0,73
230410;0;0,78
230411;0;0,41
230412;0;0,46
230413;0;0,56
230414;0;0,37
230415;0;0,57
230416;0;0,43
230417;0;0,56
230418;0;0,63
230419;0;0,6
230420;0;0,42
230421;0;0,35
230422;0;0,13
230423;0;0,21
230424;0;0,16
230425;0;0,33
230426;0;0,31
230427;0;0,28
230428;0;0,11
230429;0;0,11
230430;0;0,32
230501;0;0,65
230502;0;0,84
230503;0;0,46
230504;0;0,74
230505;0;0,39
230506;0;0,59
230507;0;0,38
230508;0;0,76
230509;0;0,46
230510;0;0,76
230511;0;0,91
230512;0;0,57
230513;0;0,49
230514;0;0,83
230515;0;0,61
230516;0;0,23
230517;0;0,43
230518;0;0,27
230519;0;0,8
230520;0;0,79
230521;0;NA
230522;0;NA
230523;0;NA
230524;0;0,3
230525;0;0,3
230526;0;0,47
230527;0;0,72
230528;0;1,36
230529;0;1,29
230530;0;0,87
230531;0;1,06
230601;0;0,73
230602;0;0,5
230603;0;0,52
230604;0;1,33
230605;0;0,94
230606;0;0,95
230607;0;1,07
230608;0;0,38
230609;0;0,43
230610;0;1
230611;0;1,89
230612;0;2,09
230613;0;2,17
230614;0;1,64
230615;0;1,52
230616;0;0,97
230617;0;1,85
230618;0;1,73
230619;0;2,35
230620;0;1,73
230621;0;1,1
230622;0;0,53
230623;0;0,74
230624;0;0,64
230625;0;0,5
230626;0;0,52
230627;0;0,65
230628;0;0,76
230629;0;1,38
230630;0;1,11
230701;0;0,55
230702;0;0,45
230703;0;0,38
230704;0;0,63
230705;0;0,66
230706;0;1,09
230707;0;1,22
230708;0;0,45
230709;0;0,69
230710;0;1,72
230711;0;1,51
230712;0;1,39
230713;0;1,61
230714;0;0,87
230715;0;1,42
230716;0;1,36
230717;0;1,63
230718;0;0,94
230719;0;0,86
230720;0;0,77
230721;0;0,75
230722;0;0,72
230723;0;1,48
230724;0;0,75
230725;0;0,79
230726;0;1,29
230727;0;1,21
230728;0;1,68
230729;0;0,8
230730;0;1,19
230731;0;0,58
230801;0;0,19
230802;0;0,4
230803;0;0,84
230804;0;1,35
230805;0;1,41
230806;0;1,33
230807;0;NA
230808;0;NA
230809;0;NA
230810;0;NA
230811;0;0,55
230812;0;1,04
230813;0;0,68
230814;0;0,57
230815;0;0,31
230816;0;0,51
230817;0;0,43
230818;0;0,3
230819;0;0,24
230820;0;0,19
230821;0;0,29
230822;0;0,22
230823;0;0,28
230824;0;0,61
230825;0;0,86
230826;0;1,07
230827;0;0,46
230828;0;0,42
230829;0;0,65
230830;0;0,31
230831;0;0,49
230901;0;0,44
230902;0;1,16
230903;0;0,55
230904;0;0,69
230905;0;0,23
230906;0;0,34
230907;0;0,23
230908;0;0,39
230909;0;0,29
230910;0;0,2
230911;0;0,26
230912;0;0,46
230913;0;0,22
230914;0;0,29
230915;0;0,21
230916;0;0,29
230917;0;0,53
230918;0;0,87
230919;0;0,67
230920;0;0,42
230921;0;NA
230922;0;NA
230923;0;0,55
230924;0;0,3
230925;0;0,43
230926;0;0,39
230927;0;0,49
230928;0;0,33
230929;0;0,45
230930;0;0,45
231001;0;0,24
231002;0;0,41
231003;0;0,29
231004;0;0,59
231005;0;0,3
231006;0;0,39
231007;0;0,62
231008;0;0,62
231009;0;0,68
231010;0;0,55
231011;0;0,55
231012;0;0,34
231013;0;0,41
231014;0;0,4
231015;0;0,28
231016;0;0,27
231017;0;0,2
231018;0;0,11
231019;0;0,1
231020;0;0,1
231021;0;0,1
231022;0;0,1
231023;0;0,11
231024;0;0,1
231025;0;0,12
231026;0;0,1
231027;0;0,1
231028;0;NA
231029;0;NA
231030;0;NA
231031;0;NA
231101;0;NA
231102;0;NA
231103;0;0,15
231104;0;0,1
231105;0;0,13
231106;0;0,25
231107;0;0,16
231108;0;0,28
231109;0;0,1
231110;0;0,1
231111;0;0,12
231112;0;0,19
231113;0;0,12
231114;0;0,14
231115;0;0,21
231116;0;0,13
231117;0;0,1
231118;0;0,14
231119;0;0,14
231120;0;0,1
231121;0;0,13
231122;0;0,15
231123;0;0,15
231124;0;0,12
231125;0;0,12
231126;0;0,1
231127;0;0,14
231128;0;0,14
231129;0;0,12
231130;0;0,11
231201;0;0,12
231202;0;0,11
231203;0;0,13
231204;0;0,1
231205;0;0,1
231206;0;0,1
231207;0;0,1
231208;0;0,1
231209;0;0,1
231210;0;0,1
231211;0;0,1
231212;0;0,1
231213;0;0,1
231214;0;0,11
231215;0;0,11
231216;0;NA
231217;0;0,1
231218;0;0,11
231219;0;0,11
231220;0;0,1
231221;0;0,11
231222;0;0,1
231223;0;0,1
231224;0;NA
231225;0;0,1
231226;0;0,1
231227;0;0,1
231228;0;0,1
231229;0;0,1
231230;0;0,1
231231;0;0,1
240101;0;0,1
240102;0;0,1
240103;0;0,1
240104;0;NA
240105;0;NA
240106;0;0,1
240107;0;0,1
240108;0;0,1
240109;0;0,1
240110;0;0,1
240111;0;0,1
240112;0;0,1
240113;0;0,1
240114;0;NA
240115;0;NA
240116;0;NA
240117;0;NA
240118;0;NA
240119;0;0,1
240120;0;0,1
240121;0;0,11
240122;0;0,1
240123;0;0,1
240124;0;0,1
240125;0;0,1
240126;0;NA
240127;0;NA
240128;0;NA
240129;0;NA
240130;0;NA
240131;0;NA
240201;0;NA
240202;0;NA
240203;0;NA
240204;0;NA
240205;0;NA
240206;0;NA
240207;0;0,1
240208;0;0,1
240209;0;0,1
240210;0;0,1
240211;0;NA
240212;0;NA
240213;0;NA
240214;0;0,1
240215;0;0,1
240216;0;0,1
240217;0;0,1
240218;0;NA
240219;0;NA
240220;0;NA
240221;0;NA
240222;0;NA
240223;0;NA
240224;0;NA
240225;0;NA
240226;0;NA
240227;0;0,1
240228;0;0,1
240229;0;0,1
240301;0;0,1
240302;0;NA
240303;0;0,1
240304;0;0,1
240305;0;0,1
240306;0;0,1
240307;0;0,12
240308;0;0,1
240309;0;0,1
240310;0;0,1
240311;0;0,1
240312;0;0,1
240313;0;0,11
240314;0;0,11
240315;0;0,14
240316;0;0,1
240317;0;0,11
240318;0;0,19
240319;0;0,26
240320;0;0,13
240321;0;0,22
240322;0;0,25
240323;0;0,17
240324;0;0,12
240325;0;0,1
240326;0;0,11
240327;0;0,1
240328;0;0,12
240329;0;0,11
240330;0;0,2
240331;0;0,27
240401;0;0,39
240402;0;0,21
240403;0;0,25
240404;0;0,34
240405;0;0,17
240406;0;0,19
240407;0;0,29
240408;0;0,22
240409;0;0,32
240410;0;0,7
240411;0;0,67
240412;0;0,47
240413;0;0,47
240414;0;0,3
240415;0;0,24
240416;0;NA
240417;0;NA
240418;0;0,34
240419;0;0,33
240420;0;0,92
240421;0;0,38
240422;0;0,36
240423;0;0,56
240424;0;0,46
240425;0;0,3
240426;0;0,27
240427;0;0,31
240428;0;0,24
240429;0;0,23
240430;0;0,5
240501;0;0,7
240502;0;0,87
240503;0;0,53
240504;0;0,23
240505;0;0,3
240506;0;0,16
240507;0;NA
240508;0;NA
240509;0;0,67
240510;0;0,69
240511;0;0,48
240512;0;0,69
240513;0;1,59
240514;0;1,31
240515;0;0,38
240516;0;0,89
240517;0;1,91
240518;0;1,08
240519;0;0,48
240520;0;0,29
240521;0;0,63
240522;0;0,81
240523;0;0,41
240524;0;0,66
240525;0;1,09
240526;0;0,91
240527;0;1,17
240528;0;0,48
240529;0;0,45
240530;0;0,64
240531;0;0,5
240601;0;0,23
240602;0;0,51
240603;0;0,98
240604;0;0,55
240605;0;0,51
240606;0;0,55
240607;0;1,32
240608;0;0,55
240609;0;0,42
240610;0;0,29
240611;0;0,33
240612;0;0,34
240613;0;0,44
240614;0;0,45
240615;0;0,89
240616;0;0,43
240617;0;0,38
240618;0;0,47
240619;0;0,58
240620;0;0,27
240621;0;0,48
240622;0;0,5
240623;0;0,79
240624;0;1,6
240625;0;1,51
240626;0;0,44
240627;0;0,38
240628;0;1,44
240629;0;1,55
240630;0;0,65
240701;0;0,47
240702;0;0,72
240703;0;1,17
240704;0;1,16
240705;0;2,09
240706;0;1,89
240707;0;1,15
240708;0;1,68
240709;0;1,15
240710;0;1,7
240711;0;2,29
240712;0;1,67
240713;0;1,22
240714;0;1,44
240715;0;1,09
240716;0;0,7
240717;0;0,72
240718;0;0,62
240719;0;0,79
240720;0;0,96
240721;0;1,93
240722;0;2,26
240723;0;1,23
240724;0;0,57
240725;0;0,45
240726;0;1,11
240727;0;1,06
240728;0;1,72
240729;0;1,56
240730;0;1,05
240731;0;0,39
240801;0;0,34
240802;0;0,55
240803;0;0,82
240804;0;0,56
240805;0;0,5
240806;0;0,88
240807;0;1,82
240808;0;1,69
240809;0;1,19
240810;0;0,68
240811;0;0,93
240812;0;1,46
240813;0;1,31
240814;0;1,04
240815;0;0,65
240816;0;0,75
240817;0;1,54
240818;0;1,76
240819;0;1,12
240820;0;0,74
240821;0;0,51
240822;0;0,55
240823;0;0,78
240824;0;1,01
240825;0;0,85
240826;0;0,5
240827;0;0,91
240828;0;1,07
240829;0;1,07
240830;0;1
240831;0;0,98
240901;0;0,49
240902;0;0,43
240903;0;0,5
240904;0;0,97
240905;0;0,84
240906;0;0,47
240907;0;0,6
240908;0;0,74
240909;0;0,62
240910;0;0,38
240911;0;0,34
240912;0;0,44
240913;0;0,39
240914;0;0,46
240915;0;0,44
240916;0;0,46
240917;0;0,2
240918;0;0,26
240919;0;0,1
240920;0;0,12
240921;0;0,2
240922;0;0,16
240923;0;0,38
240924;0;0,47
240925;0;0,42
240926;0;0,66
240927;0;0,43
240928;0;0,48
240929;0;0,34
240930;0;0,24
241001;0;0,25
241002;0;0,53
241003;0;0,43
241004;0;0,29
241005;0;0,27
241006;0;0,21
241007;0;0,11
241008;0;0,19
241009;0;0,15
241010;0;0,13
241011;0;0,19
241012;0;0,3
241013;0;0,17
241014;0;0,11
241015;0;0,19
241016;0;0,18
241017;0;0,14
241018;0;0,12
241019;0;0,11
241020;0;0,2
241021;0;0,31
241022;0;0,14
241023;0;0,15
241024;0;0,13
241025;0;0,14
241026;0;0,12
241027;0;0,1
241028;0;0,1
241029;0;0,11
241030;0;0,12
241031;0;0,11
241101;0;0,12
241102;0;0,12
241103;0;0,15
241104;0;0,14
241105;0;0,14
241106;0;0,13
241107;0;0,1
241108;0;0,14
241109;0;0,13
241110;0;0,14
241111;0;0,1
241112;0;0,1
241113;0;0,1
241114;0;0,11
241115;0;0,13
241116;0;0,16
241117;0;0,1
241118;0;0,1
241119;0;0,1
241120;0;0,1
241121;0;0,1
241122;0;0,1
241123;0;0,1
241124;0;0,1
241125;0;0,12
241126;0;0,11
241127;0;0,15
241128;0;0,1
241129;0;0,1
241130;0;0,1
241201;0;0,1
241202;0;0,13
241203;0;0,1
241204;0;0,1
241205;0;0,1
241206;0;0,1
241207;0;0,11
241208;0;0,1
241209;0;0,1
241210;0;0,1
241211;0;0,1
241212;0;NA
241213;0;NA
241214;0;NA
241215;0;NA
241216;0;NA
241217;0;0,1
241218;0;0,1
241219;0;0,1
241220;0;0,1
241221;0;0,1
241222;0;NA
241223;0;NA
241224;0;NA
241225;0;0,1
241226;0;0,1
241227;0;0,1
241228;0;0,1
241229;0;NA
241230;0;NA
241231;0;NA
